taxon,common.name,class,order,family,genus,species,primarymethod,N,mean.mass.g,log10.mass,alternative.mass.reference,mean.hra.m2,log10.hra,hra.reference,realm,thermoregulation,locomotion,trophic.guild,dimension,preymass,log10.preymass,PPMR,prey.size.reference
lizards,spiny tail lizard,reptilia,squamata,agamidae,uromastyx,aegyptius,mark-recapture,20,2500,3.397940009,NA,11760.68,4.070432433,"Cunningham P. 2000. Daily activity pattern and diet of a population of the Spinytailed Lizard, Uromastyx aegyptius microlepis, during summer in the United Arab Emirates. Zoology in the Middle East 21(1), 37-46.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
snakes,western worm snake,reptilia,squamata,colubridae,carphopis,vermis,radiotag,1,3.46,0.539076099,NA,700,2.84509804,"Clark DR. 1970. Age-Specific ""Reproductive Effort"" in the Worm Snake Carphophis vermis (Kennicott). Transactions of the Kansas Academy of Science 73(1), 20-24.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,eastern worm snake,reptilia,squamata,colubridae,carphopis,viridis,radiotag,10,3.65,0.562292864,NA,253,2.403120521,"Barbour RW, Harvey MJ, and Hardin JW. 1969. Home Range, Movements, and Activity of the Eastern Worm Snake, Carphophis Amoenus Amoenus. Ecology 50(3), 470-476.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,racer,reptilia,squamata,colubridae,coluber,constrictor,telemetry,15,556.15,2.745191942,NA,151000,5.178976947,"Carfagno GLF, Weatherhead PJ. 2008. Energetics and space use: intraspecific and interspecific comparisons of movements and home ranges of two Colubrid snakes. Journal of Animal Ecology 77, 416-424.",terrestrial,ectotherm,crawling,carnivore,2D,617.94,2.790946309,0.9,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
snakes,yellow bellied racer,reptilia,squamata,colubridae,coluber,constrictor flaviventris,telemetry,12,144.5,2.159867847,NA,114500,5.058805487,"Klug PE, Fill J, With KA. 2011. Spatial ecology of Eastern yellow-bellies racer (Coluber constrictor flaviventris) and great plains rat snake (Pantherophis emoryi) in a contiguous tallgrass-prairie landscape. Herpetologica 67(4), 428-439.",terrestrial,ectotherm,crawling,carnivore,2D,160.56,2.205637359,0.9,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
snakes,ringneck snake,reptilia,squamata,colubridae,diadophis,punctatus,mark-recapture,NA,9,0.954242509,NA,6476,3.81130684,Fitch HS. 1975. A Demographic Study of the Ringneck Snake (Diadophis punctatus) in Kansas. University of Kansas Museum of Natural History Miscellaneous Publication No. 62.,terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,eastern indigo snake,reptilia,squamata,colubridae,drymarchon,couperi,telemetry,1,450,2.653212514,NA,1853000,6.267875419,"Dodd CK, Barichivich WJ. 2007. Movements of large snakes (Drymarchon, Masticophis_ in North-central Florida. Florida Scientist 70(1), 83-94.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,great plains ratsnake,reptilia,squamata,colubridae,elaphe,guttata emoryi,telemetry,12,256.7,2.409425869,NA,150600,5.177824972,"Klug PE, Fill J, With KA. 2011. Spatial ecology of Eastern yellow-bellies racer (Coluber constrictor flaviventris) and great plains rat snake (Pantherophis emoryi) in a contiguous tallgrass-prairie landscape. Herpetologica 67(4), 428-439.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,western ratsnake,reptilia,squamata,colubridae,elaphe,obsoleta,telemetry,18,642.8,2.808075868,NA,46000,4.662757832,"Carfagno GLF, Weatherhead PJ. 2008. Energetics and space use: intraspecific and interspecific comparisons of movements and home ranges of two Colubrid snakes. Journal of Animal Ecology 77, 416-424.",terrestrial,ectotherm,crawling,carnivore,2D,71.5,1.854306042,8.99,"Weatherhead PJ, Blouin-Demers G, Cavey KM. 2003. Seasonal and Prey-size Dietary Patterns of Black Ratsnakes (Elaphe obsoleta obsoleta). American Midland Naturalist 150, 275-281."
snakes,hognose snake,reptilia,squamata,colubridae,heterodon,platirhinos,telemetry,8,147.32,2.16826171,NA,516375,5.712965208,"Plummer MV, Mills NE. 2000. Spatial Ecology and Survivorship of Resident and Translocated Hognose Snakes (Heterodonplatirhinos). Journal of Herpetology 34(4), 565-575.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,European whipsnake,reptilia,squamata,colubridae,hierophis,viridiflavus,telemetry,32,234.1,2.369401414,NA,110900,5.044931546,"Herbe L, Moreau C, Blouin-Demers G, Bonnet X, Lourdais O. 2012. Two Syntopic Colubrid Snakes Differ In Their Energetic Requirements and In Their Use of Space. Herpetologica 68(3), 358-364.",terrestrial,ectotherm,crawling,carnivore,2D,40.78,1.610447221,5.74,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
snakes,Eastern kingsnake,reptilia,squamata,colubridae,lampropeltis,getula getula,telemetry,12,315.72,2.499302094,NA,495000,5.694605199,"Linehan JM, Smith LL, Steen DA. 2010. Ecology of the Eastern kingsnake (Lampropeltis getula getula) in a longleaf pine (Pinus palustris) forest in Southwestern Georgia. Herpetological Conservation Biology 5(1), 94-101. ",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,milksnake,reptilia,squamata,colubridae,lampropeltis,triangulum,telemetry,10,165,2.217483944,NA,240400,5.380934463,"Row JR, Blouin-Demers G. 2006. Kernels are not Accurate Estimators of Home-Range Size For Herpetofauna. Copeia 4, 797-802.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,coachwhip,reptilia,squamata,colubridae,masticophis,flagellum,telemetry,4,534.5,2.72794771,NA,429300,5.632760888,"Dodd CK, Barichivich WJ. 2007. Movements of large snakes (Drymarchon, Masticophis_ in North-central Florida. Florida Scientist 70(1), 83-94.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,grass snake,reptilia,squamata,colubridae,natrix,natrix,telemetry,4,78.5,1.894869657,NA,99000,4.995635195,"Madsen T. 1984. Movements, Home Range Size and Habitat Use of Radio-Tracked Grass Snakes (Natrix natrix) in Southern Sweden. Copeia 3, 707-713.",terrestrial,ectotherm,crawling,carnivore,2D,13.99,1.145817714,5.61,"Gregory PT, Isaac LA. 2004. Food Habits of the Grass Snake in Southeastern England: Is Natrix natrix a Generalist Predator? Journal of Herpetology 38(1): 88-95."
snakes,copperbelly watersnake,reptilia,squamata,colubridae,nerodia,erythrogaster,telemetry,15,313.24,2.495877215,NA,131000,5.117271296,"Roe JH, Kingsbury BA, Herbert NR. 2004. Comparative water snake ecology: conservation of mobile animals that use temporally dynamic resources. Biological Conservation 118, 79-89.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,Northern watersnake,reptilia,squamata,colubridae,nerodia,sipeodon,telemetry,13,190.55,2.280008953,NA,40000,4.602059991,"Roe JH, Kingsbury BA, Herbert NR. 2004. Comparative water snake ecology: conservation of mobile animals that use temporally dynamic resources. Biological Conservation 118, 79-89.",terrestrial,ectotherm,crawling,carnivore,2D,97.72,1.989983458,14.63,"King RB. 2002. Predicted and Observed Maximum Prey Size - Snake Size Allometry. Functional Ecology 16(6), 766-772."
snakes,redbacked ratsnake,reptilia,squamata,colubridae,oocatochus,rufodorsatus,telemetry,21,62.5,1.795880017,NA,15400,4.187520721,"Lee H-J, Lee J-H, Park D. 2011. Habitat Use and Movement Patterns of the Viviparous Aquatic Snake, Oocatochus rufodorsatus, from Northeast Asia. Zoological Science 28, 593-599.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,gopher snake,reptilia,squamata,colubridae,pituophis,catenifer,telemetry,4,375,2.574031268,NA,17400,4.240549248,"Rodriguez-Robles JA. 2003. Home Ranges of Gopher Snakes (Pituophis catenifer, Colubridae) in Central California. Copeia 2, 391-396.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,pine snake,reptilia,squamata,colubridae,pituophis,melanoleucus,telemetry,12,1004,3.001733713,NA,701000,5.845718018,"Miller GJ, Smith LL, Johnson SA, Franz R. 2012. Home Range Size and Habitat Selection in the Florida Pine Snake (Pituophis melanoleucus mugitus). Copeia 4, 706-713.",terrestrial,ectotherm,crawling,carnivore,2D,53.75,1.730378469,18.68,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
snakes,butlers garter snake,reptilia,squamata,colubridae,thamnophis,butleri,mark-recapture,1,21.51,1.33264041,NA,600,2.77815125,"Freedman B, Catling PM. 1979. Movements of sympatric species of snakes at Amherstburg, Ontatio. Canadian Field-Naturalist 93(4): 399-404.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,giant garter snakes,reptilia,squamata,colubridae,thamnophis,gigal,telemetry,11,306,2.485721426,NA,374800,5.573799582,"Wylie G, Amarello M. 2006.  For the Bank Protection Project on the Left Bank of the Colusa Basin Drainage Canal in Reclamation District. Progress report for the U.S. Army Corps of Engineers.
Sacramento River Bank Protection Project, Phase II.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,Aesculapian snake,reptilia,squamata,colubridae,zamenis,longissimus,telemetry,32,249.3,2.396722279,NA,77400,4.888740961,"Herbe L, Moreau C, Blouin-Demers G, Bonnet X, Lourdais O. 2012. Two Syntopic Colubrid Snakes Differ In Their Energetic Requirements and In Their Use of Space. Herpetologica 68(3), 358-364.",terrestrial,ectotherm,walking,carnivore,2D,NA,NA,NA,NA
snakes,broadheaded snake,reptilia,squamata,elapidae,hoplocephalus,bungaroides,telemetry,24,48.79,1.688330818,NA,27379,4.437417582,"Webb JK, Shine R. 1997. A Field Study of Spatial Ecology and Movements of a Threatened Snake Species, Hoplocephalus bungaroides. Biological Conservation 82, 203-217.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,tiger snake,reptilia,squamata,elapidae,notechis,scutatus,telemetry,5,330,2.51851394,NA,38800,4.588831726,"Butler H, Malone B, Clemann N. 2005. The effects of translocation on the spatial ecology of tiger snakes (Notechis scutatus) in a suburban landscape. Wildlife Research 32, 165-171.",terrestrial,ectotherm,crawling,carnivore,2D,45.9,1.661812686,7.19,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
snakes,blacksnake,reptilia,squamata,elapidae,pseudechis,porphyriacus,telemetry,44,479,2.680335513,NA,96000,4.982271233,"Shine R. 1987. Intraspecific Variation in Thermoregulation, Movements and Habitat Use by Australian Blacksnakes, Pseudechis porphyriacus (Elapidae). Journal of Herpetology 21(3), 165-177.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
lizards,Galapagos land iguana,reptilia,squamata,iguanidae,conolophus,pallidus,mark-recapture,NA,7000,3.84509804,NA,8594.3,3.934210509,"Christian KA, Tracy CR. 1985. Physical and biotic determinants of space utilization by the Galapagos land iguana (Conolophus pallidus). Oecologia (Berlin) 66, 132-140.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,Bahamian Andros iguana,reptilia,squamata,iguanidae,cyclura,cyclura,telemetry,15,3780,3.5774918,NA,70660,4.849173633,"Knapp CR, Owens AK. 2005. Home range and habitat associations of a Bahamian iguana: implications for conservation. Animal Conservation 8(3), 269-278.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,blue iguana,reptilia,squamata,iguanidae,cyclura,lewisi,telemetry,5,3200,3.505149978,NA,128000,5.10720997,"Goodman RM, Echternact AC, Burton FJ. 2005. Spatial Ecology of the Endangered Iguana, Cyclura lewisi, in a Disturbed Setting on Grand Cayman. Journal of Herpetology 39(3), 402-408. ",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,Anegada ground iguana,reptilia,squamata,iguanidae,cyclura,pinguis,telemetry,9,4223.33,3.625655017,NA,34777.78,4.541301856,"Mitchell NC. 1999. Effect of Introduced Ungulates on Density, Dietary Preferences, Home Range, and PhysicalCondition of the Iguana (Cyclura pinguis) on Anegada. Herpetologica 55(1), 7-17.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,Angel island chuckwalla,reptilia,squamata,iguanidae,sauromalus,hispidua,mark-recapture,6,927,2.967079734,NA,2350,3.371067862,"Smits AW. 1985. Behavioral and Dietary Responses to Aridity in the Chuckwalla, Sauromalus hispidus. Journal of Herpetology 19(4), 441-449.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,common chuckwalla,reptilia,squamata,iguanidae,sauromalus,obesus,mark-recapture,NA,210,2.322219295,NA,5656,3.752509401,"Johnson SR. 1965. An Ecological Study of the Chuckwalla, Sauromalus obesus Baird, in the Western Mojave Desert. American Midland Naturalist 73(1), 1-29.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,desert iguana,reptilia,squamata,lacertilia,dipsosaurus,dorsalis,mark-recapture,51,59,1.770852012,NA,585,2.767155866,"Alberts AC. 1993. Relationship of Space Use to Population Density in an Herbivorous Lizard. Herpetologica 49(4), 469-479.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,Tenerife lizard,reptilia,squamata,lacertilia,gallotia,galloti,mark-recapture,10,40,1.602059991,NA,57.5,1.759667845,"Borja MM. 1985. Spatial and Temporal behaviour of Gallotia galloti in a Natural Population of Tenerife. Bonn. Zool. Beitr. 36(3/4), 541-552.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
lizards,High Mountain Lizard,reptilia,squamata,liolaemidae,phymaturus,flagellifer,mark-recapture,12,28,1.447158031,NA,135,2.130333768,"Díaz SA. 2007. Relevant autecological aspects for phymaturus flagellifer (reptilia, Tropiduridae) conservation in the altos de lircay national reserve, Maule region. Thesis, University of Chile, 41pp.
",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
snakes,southwestern carpet python,reptilia,squamata,pythonidae,morelia,spilota imbricata,telemetry,33,1226.85,3.088791467,NA,171600,5.234517284,"Pearson D, Shine R, Williams A. 2005. Spatial ecology of a threatened python (Morelia spilota imbricata) and the effects of anthropogenic habitat change. Austral Ecology 30, 261-274.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
lizards,land mullet,reptilia,squamata,scincidae,egernia,major,telemetry,7,638,2.804820679,NA,14648,4.165778331,"Osterwalder K, Klingenbock A, Shine R. 2004. Field studies on a social lizard: Home range and social organization in an Australian skink, Egernia major. Austral Ecology 29, 241-249.",terrestrial,ectotherm,walking,herbivore,2D,NA,NA,NA,NA
snakes,copperhead,reptilia,squamata,viperidae,agkistrodon,contortrix,telemetry,18,231.12,2.363837529,NA,119288.89,5.076599997,"Smith CF, Schuett GW, Early RL, Schwenk K. 2009. The Spatial and Resproductive Ecology of the Copperhead (Agkistrodon contortrix) at the Northeastern Extrme of its Range. Herpetological Monographs 23, 45-73.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,cottonmouth,reptilia,squamata,viperidae,agkistrodon,piscivorous,telemetry,15,188,2.274157849,NA,10655,4.027553454,"Roth ED. 2005. Spatial Ecology of a Cottonmouth (Agkistrodon piscivorus) Population in East Texas. Journal of Herpetology  39(2), 308-312.",terrestrial,ectotherm,crawling,carnivore,2D,51.93,1.715418323,3.62,"Vincent SW, Herrel A, Irschick DJ. 2004. Sexual dimorphism in head shape and diet in the cottonmouth. Journal of Zoology, London 264, 53-59.
snake (Agkistrodon piscivorus)"
snakes,namaqua dwarf adder,reptilia,squamata,viperidae,bitis,schneideri,telemetry,11,16.95,1.229169703,NA,200,2.301029996,"Maritz B, Alexander GJ. 2012. Dwarfs on the Move: Spatial Ecology of the World's Smallest Viper, Bitis schneideri. Copeia 1, 115-120.",terrestrial,ectotherm,crawling,carnivore,2D,NA,NA,NA,NA
snakes,fer-de-lance,reptilia,squamata,viperidae,bothrops,asper,telemetry,6,826.23,2.91710096,NA,60700,4.783188691,"Wasko DK, Sasa M. 2012. Food resources influence spatial ecology, habitat selection, and foraging behavior in an ambush-hunting snake (Viperidae: Bothrops asper): an experimental study. Zoology 115, 179-187.",terrestrial,ectotherm,crawling,carnivore,2D,165.25,2.218141468,5,"Martins M, Marques OAV, Sazima I. 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. In G. W. Schuett, M. E. Douglas, M. Höggren, and H. W. Greene (eds.), Biology of the Vipers. Eagle Mountain Publishing, Eagle Mountain, UT"
snakes,western diamondback,reptilia,squamata,viperidae,crotalus,atrox,telemetry,14,319.9,2.50501424,NA,54200,4.733999287,"Beck DD. 1995. Ecology and Energetics of Three Sympatric Rattlesnake Species in the Sonoran Desert. Journal of Herpetology 29(2), 211-223.",terrestrial,ectotherm,crawling,carnivore,2D,12.8,1.10720997,25,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
